datetime,temp,humidity,windspeed,windspeed,casual,registered,count,year,hour,season_1,season_2,season_3,season_4,holiday_0,holiday_1,workingday_0,workingday_1,weather_1,weather_2,weather_3,weather_4,dayofweek_0,dayofweek_1,dayofweek_2,dayofweek_3,dayofweek_4,dayofweek_5,dayofweek_6,log_count,log_casual,log_registered,log_windspeed
2011-01-02 4:00,0.448979592,94,12.998,12.998,2,1,3,2011,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.386294361,1.098612289,0.693147181,2.638914462
2011-01-02 6:00,0.408163265,77,19.9995,19.9995,0,2,2,2011,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.098612289,0,1.098612289,3.044498628
2011-01-02 7:00,0.387755102,76,12.998,12.998,0,1,1,2011,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.693147181,0,0.693147181,2.638914462
2011-01-02 8:00,0.387755102,71,15.0013,15.0013,0,8,8,2011,8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2.197224577,0,2.197224577,2.772669969
2011-01-02 9:00,0.367346939,76,15.0013,15.0013,1,19,20,2011,9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3.044522438,0.693147181,2.995732274,2.772669969
2011-01-02 10:00,0.346938776,81,15.0013,15.0013,7,46,53,2011,10,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3.988984047,2.079441542,3.850147602,2.772669969
2011-01-02 11:00,0.346938776,71,16.9979,16.9979,16,54,70,2011,11,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.262679877,2.833213344,4.007333185,2.890255084
2011-01-02 12:00,0.346938776,66,19.9995,19.9995,20,73,93,2011,12,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.543294782,3.044522438,4.304065093,3.044498628
2011-01-02 13:00,0.346938776,66,8.9981,8.9981,11,64,75,2011,13,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.33073334,2.48490665,4.17438727,2.302395075
2011-01-02 14:00,0.346938776,76,12.998,12.998,4,55,59,2011,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.094344562,1.609437912,4.025351691,2.638914462
2011-01-02 15:00,0.326530612,81,11.0014,11.0014,19,55,74,2011,15,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.317488114,2.995732274,4.025351691,2.48502331
2011-01-02 16:00,0.326530612,71,11.0014,11.0014,9,67,76,2011,16,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.343805422,2.302585093,4.219507705,2.48502331
2011-01-02 17:00,0.326530612,57,12.998,12.998,7,58,65,2011,17,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4.189654742,2.079441542,4.077537444,2.638914462
2011-01-02 18:00,0.346938776,46,22.0028,22.0028,10,43,53,2011,18,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3.988984047,2.397895273,3.784189634,3.135615948
2011-01-02 19:00,0.306122449,42,30.0026,30.0026,1,29,30,2011,19,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3.433987204,0.693147181,3.401197382,3.434071072
2011-01-02 20:00,0.285714286,39,23.9994,23.9994,5,17,22,2011,20,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3.135494216,1.791759469,2.890371758,3.218851825
2011-01-02 21:00,0.244897959,44,22.0028,22.0028,11,20,31,2011,21,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3.465735903,2.48490665,3.044522438,3.135615948
2011-01-02 22:00,0.224489796,44,19.9995,19.9995,0,9,9,2011,22,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2.302585093,0,2.302585093,3.044498628
2011-01-02 23:00,0.204081633,47,11.0014,11.0014,0,8,8,2011,23,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2.197224577,0,2.197224577,2.48502331
2011-01-03 0:00,0.204081633,44,23.9994,23.9994,0,5,5,2011,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.791759469,0,1.791759469,3.218851825
2011-01-03 1:00,0.183673469,44,27.9993,27.9993,0,2,2,2011,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.098612289,0,1.098612289,3.367271692
2011-01-03 4:00,0.142857143,47,26.0027,26.0027,0,1,1,2011,4,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.693147181,0,0.693147181,3.295936861
2011-01-03 5:00,0.142857143,47,19.0012,19.0012,0,3,3,2011,5,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.386294361,0,1.386294361,2.995792272
2011-01-03 6:00,0.12244898,50,26.0027,26.0027,0,30,30,2011,6,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.433987204,0,3.433987204,3.295936861
2011-01-03 7:00,0.12244898,50,12.998,12.998,1,63,64,2011,7,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.17438727,0.693147181,4.158883083,2.638914462
2011-01-03 8:00,0.12244898,50,19.0012,19.0012,1,153,154,2011,8,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5.043425117,0.693147181,5.036952602,2.995792272
2011-01-03 9:00,0.142857143,43,26.0027,26.0027,7,81,88,2011,9,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.48863637,2.079441542,4.406719247,3.295936861
2011-01-03 10:00,0.163265306,43,16.9979,16.9979,11,33,44,2011,10,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.80666249,2.48490665,3.526360525,2.890255084
2011-01-03 11:00,0.183673469,40,22.0028,22.0028,10,41,51,2011,11,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.951243719,2.397895273,3.737669618,3.135615948
2011-01-03 12:00,0.204081633,35,19.9995,19.9995,13,48,61,2011,12,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.127134385,2.63905733,3.891820298,3.044498628
2011-01-03 13:00,0.224489796,35,19.0012,19.0012,8,53,61,2011,13,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.127134385,2.197224577,3.988984047,2.995792272
2011-01-03 14:00,0.244897959,30,19.0012,19.0012,11,66,77,2011,14,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.356708827,2.48490665,4.204692619,2.995792272
2011-01-03 15:00,0.244897959,30,16.9979,16.9979,14,58,72,2011,15,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.290459441,2.708050201,4.077537444,2.890255084
2011-01-03 16:00,0.244897959,30,16.9979,16.9979,9,67,76,2011,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.343805422,2.302585093,4.219507705,2.890255084
2011-01-03 17:00,0.224489796,30,15.0013,15.0013,11,146,157,2011,17,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5.062595033,2.48490665,4.990432587,2.772669969
2011-01-03 18:00,0.224489796,32,7.0015,7.0015,9,148,157,2011,18,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5.062595033,2.302585093,5.003946306,2.079629024
2011-01-03 19:00,0.183673469,47,0,17.23113266,8,102,110,2011,19,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4.709530201,2.197224577,4.634728988,2.903130718
2011-01-03 20:00,0.183673469,47,7.0015,7.0015,3,49,52,2011,20,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.970291914,1.386294361,3.912023005,2.079629024
2011-01-03 21:00,0.163265306,64,8.9981,8.9981,3,49,52,2011,21,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.970291914,1.386294361,3.912023005,2.302395075
2011-01-03 22:00,0.12244898,69,8.9981,8.9981,0,20,20,2011,22,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.044522438,0,3.044522438,2.302395075
2011-01-03 23:00,0.163265306,55,7.0015,7.0015,1,11,12,2011,23,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.564949357,0.693147181,2.48490665,2.079629024
2011-01-04 0:00,0.142857143,55,7.0015,7.0015,0,5,5,2011,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1.791759469,0,1.791759469,2.079629024
2011-01-04 1:00,0.142857143,59,7.0015,7.0015,0,2,2,2011,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1.098612289,0,1.098612289,2.079629024
2011-01-04 2:00,0.12244898,63,8.9981,8.9981,0,1,1,2011,2,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.693147181,0,0.693147181,2.302395075
2011-01-04 4:00,0.12244898,63,6.0032,6.0032,0,2,2,2011,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1.098612289,0,1.098612289,1.946367187
2011-01-04 5:00,0.102040816,68,7.0015,7.0015,0,4,4,2011,5,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1.609437912,0,1.609437912,2.079629024
2011-01-04 6:00,0.102040816,74,7.0015,7.0015,0,36,36,2011,6,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3.610917913,0,3.610917913,2.079629024
2011-01-04 7:00,0.102040816,74,8.9981,8.9981,2,92,94,2011,7,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.553876892,1.098612289,4.532599493,2.302395075
2011-01-04 8:00,0.12244898,69,11.0014,11.0014,2,177,179,2011,8,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5.192956851,1.098612289,5.18178355,2.48502331
2011-01-04 9:00,0.142857143,64,15.0013,15.0013,2,98,100,2011,9,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.615120517,1.098612289,4.59511985,2.772669969
2011-01-04 10:00,0.142857143,69,22.0028,22.0028,5,37,42,2011,10,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3.761200116,1.791759469,3.63758616,3.135615948
2011-01-04 11:00,0.204081633,51,19.9995,19.9995,7,50,57,2011,11,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.060443011,2.079441542,3.931825633,3.044498628
2011-01-04 12:00,0.204081633,51,11.0014,11.0014,12,66,78,2011,12,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.369447852,2.564949357,4.204692619,2.48502331
2011-01-04 13:00,0.224489796,56,12.998,12.998,18,79,97,2011,13,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.584967479,2.944438979,4.382026635,2.638914462
2011-01-04 14:00,0.244897959,52,15.0013,15.0013,9,54,63,2011,14,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.158883083,2.302585093,4.007333185,2.772669969
2011-01-04 15:00,0.265306122,52,16.9979,16.9979,17,48,65,2011,15,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.189654742,2.890371758,3.891820298,2.890255084
2011-01-04 16:00,0.285714286,49,16.9979,16.9979,15,68,83,2011,16,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.430816799,2.772588722,4.234106505,2.890255084
2011-01-04 17:00,0.265306122,48,15.0013,15.0013,10,202,212,2011,17,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5.361292166,2.397895273,5.313205979,2.772669969
2011-01-04 18:00,0.244897959,48,12.998,12.998,3,179,182,2011,18,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5.209486153,1.386294361,5.192956851,2.638914462
2011-01-04 19:00,0.224489796,48,7.0015,7.0015,2,110,112,2011,19,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.727387819,1.098612289,4.709530201,2.079629024
2011-01-04 20:00,0.224489796,48,7.0015,7.0015,1,53,54,2011,20,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.007333185,0.693147181,3.988984047,2.079629024
2011-01-04 21:00,0.204081633,64,0,12.84242935,0,48,48,2011,21,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3.891820298,0,3.891820298,2.627738466
2011-01-04 22:00,0.204081633,64,6.0032,6.0032,1,34,35,2011,22,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3.583518938,0.693147181,3.555348061,1.946367187
2011-01-04 23:00,0.183673469,69,6.0032,6.0032,2,9,11,2011,23,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2.48490665,1.098612289,2.302585093,1.946367187
2011-01-05 0:00,0.183673469,64,0,12.05211351,0,6,6,2011,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.945910149,0,1.945910149,2.568950076
2011-01-05 1:00,0.142857143,74,6.0032,6.0032,0,6,6,2011,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.945910149,0,1.945910149,1.946367187
2011-01-05 2:00,0.142857143,74,6.0032,6.0032,0,2,2,2011,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.098612289,0,1.098612289,1.946367187
2011-01-05 4:00,0.224489796,48,15.0013,15.0013,0,2,2,2011,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.098612289,0,1.098612289,2.772669969
2011-01-05 5:00,0.204081633,47,11.0014,11.0014,0,3,3,2011,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.386294361,0,1.386294361,2.48502331
2011-01-05 6:00,0.183673469,47,15.0013,15.0013,0,33,33,2011,6,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.526360525,0,3.526360525,2.772669969
2011-01-05 7:00,0.163265306,43,12.998,12.998,1,87,88,2011,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.48863637,0.693147181,4.477336814,2.638914462
2011-01-05 8:00,0.183673469,40,19.9995,19.9995,3,192,195,2011,8,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5.278114659,1.386294361,5.262690189,3.044498628
2011-01-05 9:00,0.204081633,37,22.0028,22.0028,6,109,115,2011,9,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.753590191,1.945910149,4.700480366,3.135615948
2011-01-05 10:00,0.204081633,37,22.0028,22.0028,4,53,57,2011,10,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.060443011,1.609437912,3.988984047,3.135615948
2011-01-05 11:00,0.244897959,33,22.0028,22.0028,12,34,46,2011,11,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.850147602,2.564949357,3.555348061,3.135615948
2011-01-05 12:00,0.244897959,33,22.0028,22.0028,5,74,79,2011,12,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.382026635,1.791759469,4.317488114,3.135615948
2011-01-05 13:00,0.265306122,30,19.9995,19.9995,6,65,71,2011,13,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.276666119,1.945910149,4.189654742,3.044498628
2011-01-05 14:00,0.285714286,28,12.998,12.998,10,52,62,2011,14,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.143134726,2.397895273,3.970291914,2.638914462
2011-01-05 15:00,0.285714286,28,12.998,12.998,7,55,62,2011,15,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.143134726,2.079441542,4.025351691,2.638914462
2011-01-05 16:00,0.285714286,28,6.0032,6.0032,4,85,89,2011,16,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.49980967,1.609437912,4.454347296,1.946367187
2011-01-05 17:00,0.224489796,38,12.998,12.998,4,186,190,2011,17,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5.252273428,1.609437912,5.231108617,2.638914462
2011-01-05 18:00,0.224489796,38,8.9981,8.9981,3,166,169,2011,18,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5.135798437,1.386294361,5.117993812,2.302395075
2011-01-05 19:00,0.224489796,38,7.0015,7.0015,5,127,132,2011,19,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.890349128,1.791759469,4.852030264,2.079629024
2011-01-05 20:00,0.204081633,47,11.0014,11.0014,7,82,89,2011,20,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.49980967,2.079441542,4.418840608,2.48502331
2011-01-05 21:00,0.183673469,51,12.998,12.998,3,40,43,2011,21,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.784189634,1.386294361,3.713572067,2.638914462
2011-01-05 22:00,0.163265306,55,8.9981,8.9981,1,41,42,2011,22,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.761200116,0.693147181,3.737669618,2.302395075
2011-01-05 23:00,0.183673469,47,0,16.09205406,1,18,19,2011,23,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2.995732274,0.693147181,2.944438979,2.838613681
2011-01-06 0:00,0.163265306,55,0,12.97543335,0,11,11,2011,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.48490665,0,2.48490665,2.637301027
2011-01-06 1:00,0.142857143,64,0,12.19034506,0,4,4,2011,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.609437912,0,1.609437912,2.579485127
2011-01-06 2:00,0.142857143,64,0,12.35236757,0,2,2,2011,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.098612289,0,1.098612289,2.591693715
2011-01-06 4:00,0.142857143,64,6.0032,6.0032,0,1,1,2011,4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.693147181,0,0.693147181,1.946367187
2011-01-06 5:00,0.12244898,69,6.0032,6.0032,0,4,4,2011,5,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.609437912,0,1.609437912,1.946367187
2011-01-06 6:00,0.12244898,63,7.0015,7.0015,0,36,36,2011,6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3.610917913,0,3.610917913,2.079629024
2011-01-06 7:00,0.142857143,59,0,12.32809879,0,95,95,2011,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4.564348191,0,4.564348191,2.589874498
2011-01-06 8:00,0.142857143,59,0,13.60358945,3,216,219,2011,8,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5.393627546,1.386294361,5.379897354,2.681267351
2011-01-06 9:00,0.163265306,51,0,14.66019989,6,116,122,2011,9,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4.812184355,1.945910149,4.762173935,2.751122455
2011-01-06 10:00,0.183673469,47,0,18.81585018,3,42,45,2011,10,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3.828641396,1.386294361,3.761200116,2.986482131
2011-01-06 11:00,0.204081633,44,6.0032,6.0032,2,57,59,2011,11,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.094344562,1.098612289,4.060443011,1.946367187
2011-01-06 12:00,0.244897959,35,0,21.20688536,6,78,84,2011,12,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.442651256,1.945910149,4.369447852,3.100402392
2011-01-06 13:00,0.244897959,35,7.0015,7.0015,12,55,67,2011,13,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.219507705,2.564949357,4.025351691,2.079629024
2011-01-06 14:00,0.265306122,36,11.0014,11.0014,11,59,70,2011,14,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.262679877,2.48490665,4.094344562,2.48502331
2011-01-06 15:00,0.265306122,36,0,21.0740267,8,54,62,2011,15,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.143134726,2.197224577,4.007333185,3.094401655
2011-01-06 16:00,0.244897959,38,11.0014,11.0014,12,74,86,2011,16,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.465908119,2.564949357,4.317488114,2.48502331
2011-01-06 17:00,0.204081633,51,11.0014,11.0014,9,163,172,2011,17,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5.153291594,2.302585093,5.099866428,2.48502331
2011-01-06 18:00,0.204081633,51,8.9981,8.9981,5,158,163,2011,18,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5.099866428,1.791759469,5.068904202,2.302395075
2011-01-06 19:00,0.204081633,55,6.0032,6.0032,3,109,112,2011,19,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.727387819,1.386294361,4.700480366,1.946367187
2011-01-06 20:00,0.183673469,51,11.0014,11.0014,3,66,69,2011,20,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.248495242,1.386294361,4.204692619,2.48502331
